/**************************************************************************
 *** Layout File                                                        ***
 ***                                                                    ***
 *** This file is designed to provide the necessary information so      ***
 *** that NCES survey response data may be used in other statistical    ***
 *** software packages. This file provides variable names, locations,   ***
 *** and short descriptions for all selected variables. Additionally,   ***
 *** for categorical variables, this file also contains the response    ***
 *** codes and value label descriptions.                                ***
 ***                                                                    ***
 *** Full sample weights, replicate weights, and identification         ***
 *** numbers are added automatically to the list of variables selected  ***
 *** by the EDAT and are included here.                                 ***
 *************************************************************************/

/* ASCII Dataset File Name */
els_02_12_byf1sch

/* Total Record Length */
3561

/* Variable Names, Locations, and Descriptions */
SCH_ID         73-76         School ID
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19HB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19IA
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19IB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19JA
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19JB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19KA
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19KB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19LA
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19LB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19MA
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19MB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19NA
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19NB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19OA
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19OB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19PA
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19PB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19QA
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19QB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19RA
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19RB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19SA
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19SB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19TA
   0 = "Sports offered to males"
   1 = "Sports not offered to males"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA19TB
   0 = "Sports offered to females"
   1 = "Sports not offered to females"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA20
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA22B
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23A
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23B
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23C
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23D
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23E
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23F
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23G
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23H
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23I
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23J
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23K
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA23L
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA24A
   -4 = "Nonrespondent"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA24B
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA25A
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA25B
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA26A
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA26B
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA27A
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA27B
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA27C
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA28A
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA28B
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA28C
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA28D
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA28E
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA28F
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA28G
   0 = "Recognized"
   1 = "Not recognized"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA29
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA30
   1 = "State"
   2 = "District or Diocese"
   3 = "Department head"
   4 = "Principal"
   5 = "Teachers"
   6 = "Other"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA31
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA32
   0 = "No"
   1 = "Yes"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33AA
   1 = "School does not have 7th grade"
   2 = "No"
   3 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33AB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33AC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33AD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33AE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33BA
   1 = "School does not have 8th grade"
   2 = "No"
   3 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -6 = "Multiple response"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33BB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33BC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33BD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33BE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33CA
   1 = "School does not have 9th grade"
   2 = "No"
   3 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33CB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33CC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33CD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33CE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33DA
   2 = "No"
   3 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33DB
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33DC
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33DD
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
   -9 = "Missing"
BYA33DE
   0 = "No"
   1 = "Yes"
   -3 = "Item legitimate skip/NA"
   -4 = "Nonrespondent"
   -7 = "Partial interview-breakoff"
   -8 = "Survey component legitimate skip/NA"
